name,address,city,state,neighborhood,category,google_place_id,phone,website
"The Canvas & Grapes Experience","2595 Woodbridge Ave, Edison, NJ 08817, USA",Edison,NJ,,lounge,ChIJmZthakbIw4kRE4Kr_z-DE-E,,
"Wus Fish House","Located above Mango Mango, the 2nd floor, 1783 Lincoln Hwy suite 201, Edison, NJ 08817, USA",Edison,NJ,,dining,ChIJhY4QdgDHw4kR6gjYDThtDr0,,
"PIER 73 BAR & LOUNGE","55 Elizabeth Ave, Elizabethport, NJ 07206, USA",Elizabeth,NJ,Elizabethport,dining,ChIJQ6mIVYxNwokRVIvfau_8O_w,"(908) 858-7983",https://pier73nj.com/
CALEDERA,"12 Armory St, Englewood, NJ 07631, USA",Englewood,NJ,,dining,ChIJGcMg6MzxwokRT6gM_cnT-pI,,https://www.calderatvida.com/
"CALEDERA at Vida Garden","12 Armory St, Englewood, NJ 07631, USA",Englewood,NJ,,dining,ChIJGcMg6MzxwokRT6gM_cnT-pI,,https://www.calderatvida.com/
"Llama House","11 N Dean St, Englewood, NJ 07631, USA",Englewood,NJ,,dining,ChIJE67jD4HxwokR5EfZjyY0qqc,,
czenenglewood,"36 N Van Brunt St, Englewood, NJ 07631, USA",Englewood,NJ,,dining,ChIJ02OUXrHxwokRukzrV5bAPGw,,http://czennj.com/
"El Charro Costeño","1608 Pennington Rd, Trenton, NJ 08618, USA",Ewing,NJ,,dining,ChIJ9xA2QABZwYkRI8yLUPGyT7o,,https://taqueriaelcharrocosteno.com/
"The Big Easy","1410 Parkway Ave, Ewing Township, NJ 08628, USA",Ewing,NJ,,dining,ChIJ51x5FTRXwYkRjJKVhe4FpYk,,
"Ruocco's Restaurant","Design Center Plaza, 345 US-9, Manalapan Township, NJ 07726, USA",Fairfield,NJ,,dining,ChIJKQjI88XTw4kRmFTHfAjw1rM,,https://www.ruoccoson9.com/
"Tall Oaks Brew","450 Colts Neck Rd, Farmingdale, NJ 07727, USA",Farmingdale,NJ,"",dining,ChIJY98PSdIrwokR_xQISzCLIhI,"(732) 256-4388",http://talloaksbrew.com/
"Woody’s Roadside Tavern","105 Academy St, Farmingdale, NJ 07727, USA",Farmingdale,NJ,,dining,ChIJ2eYFi3wqwokRugIWqEemSG8,,http://woodysroadside.com/
"El Asadero","2052 Hudson St, Fort Lee, NJ 07024, USA","Fort Lee",NJ,,dining,ChIJJy7joUH3wokR6570Tpu1lFE,,http://elasaderomexicangrill.com/
"Otter Fine Sushi & Beyond","2060 Hudson St, Fort Lee, NJ 07024, USA","Fort Lee",NJ,,dining,ChIJW-gxcQD3wokRTpKbK1X75K0,,https://www.otterfsb.com/
Andaaz,"3059 NJ-27 Unit 103, Franklin Park, NJ 08823, USA","Franklin Park",NJ,"Franklin Park",dining,ChIJ5am7db7Dw4kRFzcoeG-WC7s,,https://www.andaaz.us/
Aarzu,"30 E Main St, Freehold, NJ 07728, USA",Freehold,NJ,,dining,ChIJ4XMmbGfUw4kRgmpCFPcRP2M,,http://www.aarzu.com/
Charkol,"38 South St, Freehold, NJ 07728, USA",Freehold,NJ,,dining,ChIJIwVL00PVw4kRiVU5FWiT-o4,,http://charkol.com/
"Da Rosario Ristorante","31 E Main St, Freehold, NJ 07728, USA",Freehold,NJ,"",dining,ChIJVXsrWYDVw4kRLbeVlJWbYh0,"(732) 845-5440",https://darosarionj.com/
"Pastrami Grill Bistro","83 River Dr, Garfield, NJ 07026, USA",Garfield,NJ,,dining,ChIJh9G7tFr5wokRvQ-fO0hWWpg,,https://www.pastramibistro.com/
"Maria Station Cafe","700 Monmouth St, Gloucester City, NJ 08030, USA","Gloucester City",NJ,,dining,ChIJ1RcqWQDPxokR_7WMNrd3TSU,,
"Paula's Soul Food Cafe","331 Main St, Hackensack, NJ 07601, USA",Hackensack,NJ,,dining,ChIJZ1-73gT6wokRc1KlG_1GXQc,,http://paulasoulfood.com/
"Paula’s Soul Food","331 Main St, Hackensack, NJ 07601, USA",Hackensack,NJ,,dining,ChIJZ1-73gT6wokRc1KlG_1GXQc,,http://paulasoulfood.com/
"Paula’s Soul Food Cafe","331 Main St, Hackensack, NJ 07601, USA",Hackensack,NJ,,dining,ChIJZ1-73gT6wokRc1KlG_1GXQc,,http://paulasoulfood.com/
"Jersey Kebab","729 Haddon Ave, Collingswood, NJ 08108, USA","Haddon Township",NJ,,dining,ChIJ7ZYZESbLxokRH-_8TmNlHLE,,http://www.jerseykebab.com/
"Rats Restaurant","16 Fairgrounds Rd, Hamilton Township, NJ 08619, USA",Hamilton,NJ,Mercerville,dining,ChIJ91iTv-xYwYkRtQg3HMPKMK0,,https://ratsrestaurant.com/
"Henri's Hotts BBQ","1003 Black Horse Pike, Hammonton, NJ 08037, USA",Hammonton,NJ,,dining,ChIJrRLofYvWwIkRF85k2KxAfGY,,https://bestbbqsj.com/
"Boiler Room","45 2nd Ave, New York, NY 10003, USA",Hoboken,NJ,Manhattan,nightlife,ChIJAydFqYRZwokRo1s2sj0i4Rc,,http://boilerroomnyc.net/
"Carlos Bakery","95 Washington St, Hoboken, NJ 07030, USA",Hoboken,NJ,,dining,ChIJmSxMTV9XwokRYCdN4WDUFBk,,https://orders.carlosbakery.com/carlos-hoboken/menu
"Pier 13","1301 Sinatra Dr N, Hoboken, NJ 07030, USA",Hoboken,NJ,,dining,ChIJKUJ819BZwokR0VK1C09le68,,
Patricias,"2132 NJ-35 Room 101, Holmdel, NJ 07733, USA",Holmdel,NJ,,dining,ChIJVQuMQu0zwokRO3yWUfEz1Ps,,https://www.patriciasofholmdel.com/
"Jives Cafe","2218 US-9, Howell Township, NJ 07731, USA",Howell,NJ,,dining,ChIJgaJ9fIh_wYkRcHW2Nupx5xY,,http://www.jivescafe.com/
"Big G Jamaican","891 Springfield Ave, Irvington, NJ 07111, USA",Irvington,NJ,,dining,ChIJHQkbLsqsw4kR4uPlXI3d5S4,,http://big-g-jamaican.jany.io/
"Bobby Wong’s","1081 Springfield Ave, Irvington, NJ 07111, USA",Irvington,NJ,,dining,ChIJwc0-GC6tw4kRVj7fZ8Na4S0,,https://bobbywongs.com/bobbywongsirvington?utm_source=google
"Chef Teekay","1253 Springfield Ave, Irvington, NJ 07111, USA",Irvington,NJ,,dining,ChIJc3Vzci9TwokRhNBzx-0Cy3M,,https://chefteekay.com/
Chefteekay,"1253 Springfield Ave, Irvington, NJ 07111, USA",Irvington,NJ,,dining,ChIJc3Vzci9TwokRhNBzx-0Cy3M,,https://chefteekay.com/
Marlos,"702 Lyons Ave, Irvington, NJ 07111, USA",Irvington,NJ,,nightlife,ChIJjzGnzdqsw4kRjoHFIY8sbMw,,http://www.clubmarlos.com
Mangia,"10 Leesville Rd, Jackson Township, NJ 08527, USA",Jackson,NJ,,dining,ChIJ1RUzRp97wYkRsWDgvrMbqu8,,http://mangiabrickovenpizza.com/
Thumkaa,"34 W Railroad Ave, Jamesburg, NJ 08831, USA",Jamesburg,NJ,,dining,ChIJhcqWLx3bw4kRY5NWiqH3lmA,,https://www.thumkaa.com/
"Brownstone Pancake Factory","860 River Rd, Edgewater, NJ 07020, USA",Jersey,NJ,,dining,ChIJKeTvu1H2wokRXEXBN-oi4-g,,http://www.brownstonepancakefactory.com/
"Carolyn’s Soul Food","76 Orient Ave, Jersey City, NJ 07305, USA","Jersey City",NJ,Bergen-Lafayette,dining,ChIJfSwgNSBRwokRwhv55aYEd0Y,,http://www.carolynsrestaurantjerseycity.com/
"Gabriella's","447 NJ-35, Red Bank, NJ 07701, USA","Jersey City",NJ,,dining,ChIJ4UBu74YxwokRu5C54MoqtL4,,https://www.gabriellasnj.com/
"Halftime Grill","746 West Side Ave, Jersey City, NJ 07306, USA","Jersey City",NJ,"McGinley Square",dining,ChIJE8JEeCpRwokR0djy7VUCK6Y,,
"Hudson & Co. Bar & Grill","3 2nd St, Jersey City, NJ 07302, USA","Jersey City",NJ,"Downtown Jersey City",lounge,ChIJOf5-NKBRwokRX95VpEOnm-Q,,https://www.hudsonandconj.com/
"Latitude Zero Restaurant","269 Broadway, Bayonne, NJ 07002, USA","Jersey City",NJ,"Constable Hook",dining,ChIJnRnG8_9NwokRYGO4AoShbjU,,https://www.facebook.com/latitudezeronj/
Malatown,"210 Hudson St, Jersey City, NJ 07302, USA","Jersey City",NJ,"Downtown Jersey City",dining,ChIJUadraABRwokRJrrONLIKZy0,"(551) 998-2052",http://malatown.us/
Meximodo,"25 Christopher Columbus Dr, Jersey City, NJ 07302, USA","Jersey City",NJ,"Downtown Jersey City",dining,ChIJi2ibzVVRwokRfYKVXmQa4TQ,,https://meximodo.com/
"NJ restaurant","1st St #1, Jersey City, NJ 07302, USA","Jersey City",NJ,"Colgate Center",dining,ChIJS41uHKlQwokRw7d-cj2eWew,"(551) 256-7850",http://rooftopxp.com/
"Rooftop at Exchange Place","1st St #1, Jersey City, NJ 07302, USA","Jersey City",NJ,"Colgate Center",lounge,ChIJS41uHKlQwokRw7d-cj2eWew,,http://rooftopxp.com/
"Tavern A Veranda","725 River Rd, Edgewater, NJ 07020, USA","Jersey City",NJ,,dining,ChIJISpk1iv3wokRlsfurFN3K2o,,http://www.tavernaveranda.com/
"The Ashford","145 Newark Ave, Jersey City, NJ 07302, USA","Jersey City",NJ,"Downtown Jersey City",nightlife,ChIJB9HWJahRwokR6dECY63FexQ,,http://www.theashfordjc.com/
"one of my favorite NJ restaurants","1st St #1, Jersey City, NJ 07302, USA","Jersey City",NJ,"Colgate Center",dining,ChIJS41uHKlQwokRw7d-cj2eWew,"(551) 256-7850",http://rooftopxp.com/
"The Crabpae","303 S Michigan Ave, Kenilworth, NJ 07033, USA",Kenilworth,NJ,,dining,ChIJn7jt_dyzw4kRG_b8RjkRs4c,,https://crabbae.com/
"Chez Alice","15 Bridge St, Lambertville, NJ 08530, USA",Lambertville,NJ,,dining,ChIJmeG-P6r_w4kRUDtyG3J2bJ4,,https://chezalicecafe.com/
"Under the Moon","23 N Union St, Lambertville, NJ 08530, USA",Lambertville,NJ,,dining,ChIJr3kagzX_w4kRx1IF8-aOm98,,http://underthemooncafe.com/
"Blended Flavors","628 W St Georges Ave, Linden, NJ 07036, USA",Linden,NJ,"",dining,ChIJS9rdd2Ozw4kR8qnD2d07v7g,"(908) 290-3149",https://www.toasttab.com/blended-flavors-llc-628-w-st-george-s-ave
"Don Tequila","817 Blackwood-Clementon Rd, Lindenwold, NJ 08021, USA",Lindenwold,NJ,,dining,ChIJ5QpAr2bSxokRqvQ8RAtCpm4,,http://www.dontequilanj.com/
"Don Tequila Restaurant","817 Blackwood-Clementon Rd, Lindenwold, NJ 08021, USA",Lindenwold,NJ,,dining,ChIJ5QpAr2bSxokRqvQ8RAtCpm4,,http://www.dontequilanj.com/
"Willy’s Munch Gourmet","31 Liberty St, Little Ferry, NJ 07643, USA","Little Ferry",NJ,,dining,ChIJjbybHAD5wokR0IyfWF6Lu5w,,
"A Mother's Touch","36 W Mt Pleasant Ave, Livingston, NJ 07039, USA",Livingston,NJ,,dining,ChIJtQnp89ipw4kRMOsfq5aV5_0,,https://amotherstouchbistro.com/
"A Mothers Touch","36 W Mt Pleasant Ave, Livingston, NJ 07039, USA",Livingston,NJ,,dining,ChIJtQnp89ipw4kRMOsfq5aV5_0,,https://amotherstouchbistro.com/
"A Mother’s Touch","36 W Mt Pleasant Ave, Livingston, NJ 07039, USA",Livingston,NJ,"",dining,ChIJtQnp89ipw4kRMOsfq5aV5_0,"(973) 616-0424",https://amotherstouchbistro.com/
"Turano's Pizza Kitchen","69 E Northfield Rd, Livingston, NJ 07039, USA",Livingston,NJ,"",dining,ChIJo6r5Ckqpw4kRF4jnFqpyMdE,"(973) 758-8111",https://www.turanospizzakitchen.com/
"Genova Pizza","212 New York Ave, Long Beach, NY 11561, USA","Long Beach",NJ,"",dining,ChIJCfBDhJVvwokRzx9KzxBZI70,"(516) 682-2824",https://www.genovaslongbeach.com/
"La Lupa","123 NJ-33 unit 103, Manalapan Township, NJ 07726, USA",Manalapan,NJ,,dining,ChIJAQBwe_TWw4kRTP1i_7Z7_bc,,https://www.lalupanj.com/
"Arca Restaurant","886 Amsterdam Ave, New York, NY 10025, USA",Manhattan,NJ,Manhattan,dining,ChIJNfE4QST2wokRtTDtM2zYwls,"(646) 781-9080",https://arcocafe.com/
"Aura Lounge","130 E 57th St, New York, NY 10022, USA",Manhattan,NJ,Manhattan,nightlife,ChIJr2gQ2etZwokRiPnU05lVCrs,"(917) 388-2963",https://www.aura57nyc.com/
"Best New Fried Chicken Restaurant","205 Allen St, New York, NY 10002, USA",Manhattan,NJ,Manhattan,dining,ChIJC6rfiNtZwokRkNESm7lVwZ0,"(646) 838-5000",https://www.makeitbutter.com/don-chicken/manhattan
"Bogey's","31 Cronin Rd, Queensbury, NY 12804, USA",Manhattan,NJ,"",dining,ChIJsQhsFinQ34kRVIkBTDKcqyk,"(518) 223-0415",https://baymeadows.golf/
"Brooklyn Square Pizza","316 W 39th St, New York, NY 10018, USA",Manhattan,NJ,Manhattan,dining,ChIJ68wPpdZZwokRSZU-dGAzJx8,"(646) 596-7070",http://pizza316.square.site/
"Buffalo’s","455 Park Ave S, New York, NY 10016, USA",Manhattan,NJ,Manhattan,dining,ChIJw8YUXpBZwokRKhfBRvZXLn8,"(646) 751-0996",https://www.buffalowildwings.com/locations/us/ny/new-york/455-park-ave-south/sports-bar-1730/?utm_source=extnet&utm_medium=yext&y_source=1_MjAyNDM1MjY1Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
"Ciao & Cello","226 E 53rd St, New York, NY 10022, USA",Manhattan,NJ,Manhattan,dining,ChIJkfgQg-NYwokRR1aSXz5gEJw,"(929) 637-2532",http://cellony.com/
"Cubby’s 1 1/2","630 10th Ave, New York, NY 10036, USA",Manhattan,NJ,Manhattan,dining,ChIJrX0iSu5ZwokRYg6me9J5obs,"(646) 524-5344",http://cubbysnyc.com/
"Cucina Palermo","53 Irving Pl, New York, NY 10003, USA",Manhattan,NJ,Manhattan,dining,ChIJeQtcLHxZwokRO1IieeRtre0,"(917) 905-2441",https://www.palermoargentinianbistro.com/
Eatatcooks.com,"156 10th Ave, New York, NY 10011, USA",Manhattan,NJ,Manhattan,dining,ChIJZ-_BPZRZwokRBp_dcoCezqQ,"(212) 924-4440",https://www.cookshopny.com/
"Game Bar","148 W 24 St, New York, NY 10011, USA",Manhattan,NJ,Manhattan,nightlife,ChIJNei51aRZwokRChiMTmDBvOw,"(212) 390-8455",https://barcade.com/chelsea/
"Granny's Spot","425 Main St, New York, NY 10044, USA",Manhattan,NJ,Manhattan,dining,ChIJR5LLNGdZwokRiqaT4scItsk,"(646) 596-8582",https://grannyanniesnyc.com/
"Granny’s Spot","425 Main St, New York, NY 10044, USA",Manhattan,NJ,Manhattan,dining,ChIJR5LLNGdZwokRiqaT4scItsk,"(646) 596-8582",https://grannyanniesnyc.com/
"Rnb Brunch Sundays NJ","922 3rd Ave, New York, NY 10022, USA",Manhattan,NJ,Manhattan,dining,ChIJu3ll2yNZwokRPSQ9DAKRFV4,"(917) 261-7644",https://www.thenakedpignyc.com/
"Sticky Catfish","55 Bond St, New York, NY 10012, USA",Manhattan,NJ,Manhattan,dining,ChIJgc7fPIVZwokRQMnqTxTf_Qk,"(212) 677-2223",https://www.fishcheeksnyc.com/
"The Girliest Cafe","537a W 23 St, New York, NY 10011, USA",Manhattan,NJ,Manhattan,dining,ChIJv03dzCxZwokRynHU5yrtHz8,"(212) 419-9229",https://cafebythegirls.com/
"sisters spot","45 Mercer St, New York, NY 10013, USA",Manhattan,NJ,Manhattan,dining,ChIJfzH7GylZwokRsEDAJ1psdZ8,"(212) 966-9288",https://oddsisternyc.com/
CRABBAE,"165 Franklin Terrace, Maplewood, NJ 07040, USA",Maplewood,NJ,,dining,ChIJNY0vgwWtw4kRSh5xUb3Uuxc,,http://www.crabbae.com/
"Sweet Chili Oxtails","820 S Orange Ave, Newark, NJ 07106, USA",Maplewood,NJ,,dining,ChIJL7IaNTQKkEcRNqQp97459bU,,
"Sette Marlboro","130 S Main St, Marlboro Township, NJ 07746, USA",Marlboro,NJ,,dining,ChIJy5dJUe_Tw4kR-ssyje1mMsA,,https://www.settemarlboro.com/
"Source Brewing","300 NJ-34, Colts Neck, NJ 07722, USA",Marlboro,NJ,,dining,ChIJpS60CuyBt4cR-YI9v04rgXA,,https://www.sourcebrewing.com/
"Spaghetti Eddie","946 S Grand Ave, Glendora, CA 91740, USA",Meadowlands,NJ,,dining,ChIJQfxI0Ssmw4ARItZl8w7dQRI,,https://www.spaghettieddies.com/
"The #1 cheese steak in south jersey","177 S Center St, Merchantville, NJ 08109, USA",Merchantville,NJ,,dining,ChIJK04jPiHLxokRK5Y6BBHQs2M,,https://www.cheessteaks.com/
"Life at Cais","420 Main St, Metuchen, NJ 08840, USA",Metuchen,NJ,,dining,ChIJI3m2dM23w4kR_5eLq12K9pc,,
"Mangia Toscano","422 Main St, Metuchen, NJ 08840, USA",Metuchen,NJ,,dining,ChIJQ1hXdc23w4kRV2K7yZB7Kbk,,https://www.mangia-toscano.com/
"RIPOSO Coffee Roasters","Inside Mav's Top Buns, 1092 NJ-35, Middletown Township, NJ 07748, USA","Middletown Township",NJ,"",dining,ChIJK0tBpcMxwokRY5zhWpQTFCo,,https://www.riposocoffee.com/
"Unwined Boutique","313A Millburn Ave, Millburn, NJ 07041, USA","Millburn-Short Hills",NJ,,dining,ChIJX6l1Cyusw4kRjadyHppPgSk,,http://www.unwined-boutique.com/
"Jasper Stone","399 Spotswood Englishtown Rd, Monroe Township, NJ 08831, USA",Monroe,NJ,,dining,ChIJqY3K-xvQw4kRyMblT92mGPw,,http://www.jasperstonenj.com/
"Jasper Stone Italian Steakhouse","399 Spotswood Englishtown Rd, Monroe Township, NJ 08831, USA","Monroe Township",NJ,,dining,ChIJqY3K-xvQw4kRyMblT92mGPw,,http://www.jasperstonenj.com/
"Luigino's Parmigiana","173 Glenridge Ave, Montclair, NJ 07042, USA",Montclair,NJ,,dining,ChIJKXYVt2hVwokRLdc6FOx4VuY,,https://www.luiginosrestaurant.com/
"Mattarello Bakery","254 Bellevue Ave, Montclair, NJ 07043, USA",Montclair,NJ,"Upper Montclair",dining,ChIJ2WoO6ZH_wokRBA_g8-udigY,"(973) 337-6275",http://www.mattarellobakery.com/
Roosters,"369 Bloomfield Ave, Montclair, NJ 07042, USA",Montclair,NJ,,dining,ChIJf07uHSRVwokRQMVfzTtmr1I,,https://roostersnashvillehot.com/?utm_source=google
"Seoul Bistro","537 Bloomfield Ave Lower Level, Montclair, NJ 07042, USA",Montclair,NJ,,dining,ChIJ1zrB1bmrw4kRo_LqhttQjtw,,https://www.seoulbistronj.com/
"Rey Sol Coffee","140 B Morris St, Morristown, NJ 07960, USA",Morristown,NJ,,dining,ChIJVbqWS6Wnw4kR4HYzz6SfybI,,https://www.reysolcoffee.com/
"The Union Firehouse","18 Washington St, Mt Holly, NJ 08060, USA","Mount Holly",NJ,"",nightlife,ChIJrZa4ic9JwYkRbCTix9jzYe4,"(609) 699-2826",https://www.facebook.com/TheUnionFirehouse/
"The Hub Murray Hill","535 Central Ave, New Providence, NJ 07974, USA","Murray Hill",NJ,,dining,ChIJYQsVIP-vw4kRxrnxYjBHyJM,,https://www.bestwestern.com/en_US/book/hotel-rooms.31029.html?iata=00171880&ssob=BLBWI0004G&cid=BLBWI0004G:google:gmb:31029
"Beneduce Vineyards","1 Jeremiah Ln, Pittstown, NJ 08867, USA",NJ,NJ,Pittstown,dining,ChIJFR6BuX0KxIkRhqNRpfecBCI,,http://beneducevineyards.com/
Jerkies,"11 Broad St, Elizabeth, NJ 07201, USA",NJ,NJ,,dining,ChIJ2SDq_QxNwokRgc9pfil-0wY,,http://jerkiesnj.com/
Kpot,"230-240 Passaic Ave, Kearny, NJ 07032, USA",NJ,NJ,,dining,ChIJTyWF9v1VwokR_YSeQ7ydC-I,,https://thekpot.com/location/kearny-nj/
"Matera's on the Park","72 Park Ave, Rutherford, NJ 07070, USA",NJ,NJ,,dining,ChIJxUzUjL74wokRJfqaN1kDXfg,,
"Pina's Kitchen","Via Valperga Caluso, 22, 10125 Torino TO, Italy",NJ,NJ,,dining,ChIJuxJkEARtiEcR88H1w0jVKDE,,
"Renault Winery Resort","72 Bremen Ave, Egg Harbor City, NJ 08215, USA",NJ,NJ,,dining,ChIJASFE3iLewIkRfx-mYZu08T8,,https://www.renaultwinery.com/
"Sprinkle Me Up Bakery","10750 124 St, Edmonton, AB T5M 0H1, Canada",NJ,NJ,Westmount,dining,ChIJodXvdtEjoFMRHXEmJQdGymQ,,http://tiramisubistro.ca/
"The Cannoli Shop NJ","376 Hollywood Ave, Fairfield, NJ 07004, USA",NJ,NJ,,dining,ChIJvdEi5TgBw4kRoYrW8UjcYaw,,https://www.thecannolishopnj.com/
"Top Pot","1311 Fairview Blvd unit D, Delran, NJ 08075, USA",NJ,NJ,,dining,ChIJ5ZRrJXBLwYkRlW8MuIZ4dvc,,https://toppotbbq.com/
"newest and best soul food","915 Broad St, Newark, NJ 07102, USA",NJ,NJ,"Central Ward",dining,ChIJKafJbndTwokRkJfpOHkdtVs,,http://www.cornbreadsoul.com/
"Park Social","1311 NJ-35, Neptune City, NJ 07753, USA",Neptune,NJ,,dining,ChIJ7YFkA5UnwokRg8bhZ-Zuopc,,
Sakana,"338 George St, New Brunswick, NJ 08901, USA","New Brunswick",NJ,,dining,ChIJ4a9AYl7Hw4kRZpE0Bo4Sl4g,,http://sakananewbrunswick.com/
"domi soul fusion","7 Spring St, New Brunswick, NJ 08901, USA","New Brunswick",NJ,,dining,ChIJr57Oh93Hw4kR_3HeMgUjNX8,,
"Carrello di Cannoli","376 Hollywood Ave, Fairfield, NJ 07004, USA","New Jersey",NJ,,dining,ChIJvdEi5TgBw4kRoYrW8UjcYaw,,
"Casa Ragazzini","378 George St, New Brunswick, NJ 08901, USA","New Jersey",NJ,,dining,ChIJg-gMXMrHw4kRbOxOfqgFrf8,,https://www.casaragazzinj.com/
"Great soul food spot","372 Bloomfield Ave, Montclair, NJ 07042, USA","New Jersey",NJ,,dining,ChIJNWdAc3dVwokRVwmKZ_uewhc,,https://cornbreadsoul.com/
"Moka Cafe","125 Broad Ave, Palisades Park, NJ 07650, USA","New Jersey",NJ,Koreatown,dining,ChIJeWOgDA73wokRC4KHABN6cSY,,https://www.facebook.com/pages/Mocha-Hut/117373794948008
"NJ Pier 73","55 Elizabeth Ave, Elizabethport, NJ 07206, USA","New Jersey",NJ,Elizabethport,dining,ChIJQ6mIVYxNwokRVIvfau_8O_w,,
"Rnb Brunch Sundays","17 Summer St, Lodi, NJ 07644, USA","New Jersey",NJ,,dining,ChIJaV7ikYL5wokRV98vTy1tXjw,,http://summerautumncafe.com/
"Soul Food in New Jersey","372 Bloomfield Ave, Montclair, NJ 07042, USA","New Jersey",NJ,,dining,ChIJNWdAc3dVwokRVwmKZ_uewhc,,https://cornbreadsoul.com/
"best Healthy Restaurant","915 Broad St Retail 1, Newark, NJ 07102, USA","New Jersey",NJ,"Central Ward",dining,ChIJY3wautVTwokRsLIFjRvUa8Y,,https://brickcityvegan.com/
"47 Edison Pl","47 Edison Pl, Newark, NJ 07102, USA",Newark,NJ,,nightlife,Eic0NyBFZGlzb24gUGwgIzQ3LCBOZXdhcmssIE5KIDA3MTAyLCBVU0EiHhocChYKFAoSCXveGIeCU8KJEXIUH4XciXKIEgI0Nw,,
"Beyond Soul Food","Dwight Plaza, 139-157 7th Ave, Newark, NJ 07104, USA",Newark,NJ,"Seventh Avenue",dining,ChIJCZtWBCBVwokRxkeWmroTJJ4,"(888) 352-3966",https://www.beyond-soul.com/
"Beyond Soul Restaurant","Dwight Plaza, 139-157 7th Ave, Newark, NJ 07104, USA",Newark,NJ,"Seventh Avenue",dining,ChIJCZtWBCBVwokRxkeWmroTJJ4,,https://www.beyond-soul.com/
"Blueberry Café","547 Central Ave, Newark, NJ 07107, USA",Newark,NJ,Fairmount,dining,ChIJUcCroqFUwokRMu44q-OJqG0,,https://www.iloveblueberrycafe.com/
"City Lounge","225 Washington St, Newark, NJ 07102, USA",Newark,NJ,"Central Ward",nightlife,ChIJ67mtGUlTwokRujPk4xHe4r8,,http://citylounge973.com/
"Ikoyi Restaurant and Lounge","11 Clinton St, Newark, NJ 07102, USA",Newark,NJ,"Central Ward",dining|nightlife|lounge,ChIJQ_IieHVTwokRNLkvzLhORwI,"(908) 275-1495",http://ikoyirestaurant.com/
"Jersey & Co Gelato","3 Brewster Rd, Newark, NJ 07114, USA",Newark,NJ,,dining,ChIJwTvNPZNSwokR4eIVRpX5VYU,,https://www.jcgelato.com/
"Madre & Son Soulfood Cafe","37 Commerce St, Newark, NJ 07102, USA",Newark,NJ,"Central Ward",dining,ChIJjTrsiJRTwokRxVVqKSD45yY,,https://madreson.top/
"Madre & Son Soulfood Café","37 Commerce St, Newark, NJ 07102, USA",Newark,NJ,"Central Ward",dining,ChIJjTrsiJRTwokRxVVqKSD45yY,,https://madreson.top/
"Neighborhood Favorites","283 Clinton Ave, Newark, NJ 07108, USA",Newark,NJ,"South Broad Street",dining,ChIJcb5PG9NTwokREQG0hJamVRU,,https://www.neighborhoodfavorites.com/
"OMG Resteraunt","610 1/2, 610 Springfield Ave, Newark, NJ 07103, USA",Newark,NJ,"West Side",dining,ChIJc19jdBVTwokRntkJnPawUOY,,http://omgsrestaurant.com/
"The Good Eats Experience","85 Mulberry St, Newark, NJ 07102, USA",Newark,NJ,"Central Ward",dining,ChIJa9xrtpNTwokRV7HYwKOa2H8,,https://www.toasttab.com/thegoodeatsexperience/v3
"The Patio on Sussex","84-86 Sussex Ave, Newark, NJ 07103, USA",Newark,NJ,"University Heights",dining,ChIJFQ4CcwBVwokRuAO8ZQNU5U8,,
"The Yard","55 Park Pl, Newark, NJ 07102, USA",Newark,NJ,"Central Ward",dining,ChIJn78ktaRTwokRhg1UmbvQ12k,,http://www.theyardnewark.com/
"Town Bar + Kitchen","Newark International Airport, Post Security, Terminal A, 6 Earhart Dr, Newark, NJ 07114, USA",Newark,NJ,,lounge,ChIJzwLFxeVTwokRlGyPFytKRsI,,https://www.villarestaurantgroup.com/
citylounge,"225 Washington St, Newark, NJ 07102, USA",Newark,NJ,"Central Ward",nightlife,ChIJ67mtGUlTwokRujPk4xHe4r8,,http://citylounge973.com/
"southern restaurant","915 Broad St, Newark, NJ 07102, USA",Newark,NJ,"Central Ward",dining,ChIJKafJbndTwokRkJfpOHkdtVs,,http://www.cornbreadsoul.com/
"Blazin Chicken & Gyro","7606 Bergenline Ave, North Bergen, NJ 07047, USA","North Bergen",NJ,,dining,ChIJpb1Ftsr3wokRcS7b-Z2MhBU,,http://blazinchickengyro.com/
Sandwichitos,"9025 Old River Rd, North Bergen, NJ 07047, USA","North Bergen",NJ,,dining,ChIJM4LEXlz3wokR2P2eBzgEKF4,,https://sandwichitos.shop/
Kanoon,"572 Milltown Rd, North Brunswick Township, NJ 08902, USA","North Brunswick",NJ,,dining,ChIJ7TUCIwDHw4kRjJzyT2gnrrs,,https://www.babashawarmabakery.com/
"Rev Rail Co","3 Railroad Pl, North Creek, NY 12853, USA","North Creek",NJ,"",dining,ChIJUy0NtDaQ34kRJ1RigoWaApY,"(888) 738-0123",http://revrail.com/
"Emilio's Woodfire Pizza","170 Chestnut St, Nutley, NJ 07110, USA",Nutley,NJ,"",dining,ChIJm7dR715VwokRcoEJFq4sFKc,"(973) 320-2339",http://emilioswfp.com/
"Locurcio Family Markets","437 Franklin Ave, Nutley, NJ 07110, USA",Nutley,NJ,,dining,ChIJUS9QJ2P_wokRyaZwv9cB-Uc,,https://www.shoprite.com/?utm_source=GMB&utm_medium=Local_Search&utm_campaign=dbaPlatform&utm_term=111
